Rand,category_id,category_level1,category_level2,category_level3
0.995301418781269,1000020001,SPORT,FOOTBALL,ENSEMBLE DE VETEMENTS DE FOOTBALL
0.995276127340231,1000010092,BAGAGERIE,PETITE MAROQUINERIE,TROUSSE DE MAQUILLAGE - TROUSSE A PINCEAUX
0.995013430189121,1000020421,SPORT,SPORT DE MONTAGNE,PANTALON DE SPORT DE MONTAGNE
0.99462783405224,1000004327,HYGIENE - BEAUTE - PARFUM,RASAGE - EPILATION,BANDE DE TISSU - SPATULE POUR CIRE EPILATION - BOL - BATONNET RACLOIR - CASSOLETTE
0.994599097790963,1000008601,CONDITIONNEMENT,CERCLAGE,LIEN ATTACHE - COLLIER DE CERCLAGE - PACK DE CERCLAGE - KIT DE CERCLAGE - 
0.994352422066795,1000007132,SPORT,TEXTILE TECHNIQUE,SHORT - BERMUDA DE SPORT - TECHNIQUE
0.994293171927061,1000016678,HYGIENE - BEAUTE - PARFUM,PARFUM,EAU DE TOILETTE SANS ALCOOL - EAU DE SENTEUR
0.994247203208991,1000006008,AUTO - MOTO,PIECES,ROULEMENT DE DIRECTION - CAGE DE DIRECTION
0.994245605345062,1000016593,HYGIENE - BEAUTE - PARFUM,CAPILLAIRE,BLOUSE DE SALON
0.994230808998177,1000007316,AUTO - MOTO,CONFORT CONDUCTEUR ET PASSAGER,COUVERTURE DE PROTECTION VEHICULE - BACHE VEHICULE
0.99394542462535,1000006481,SPORT,FITNESS - MUSCULATION,PACK PRODUITS DE FITNESS - PACK PRODUITS MUSCULATION
0.993865687971582,1000006443,SPORT,DANSE - GYMNASTIQUE - GR,RUBAN DE GYMNASTIQUE RYTHMIQUE
0.993858242571069,1000000816,PUERICULTURE,COFFRET CADEAU BEBE,COFFRET TEXTILE
0.993835199366894,1000015254,JARDIN - PISCINE,CULTURE INDOOR,TURBINE DE VENTILATION
0.993659241981102,1000010067,BAGAGERIE,MAROQUINERIE,SACOCHE
0.993555418234714,1000012043,POINT DE VENTE - COMMERCE - ADMINISTRATION,RAYONNAGE,VITRINE
0.993498154246105,1000018064,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,OUTIL A MAIN,PINCE DE SERRAGE
0.99317031418211,1000015331,INFORMATIQUE,COMPOSANT - PIECE DETACHEE,CAMERA INTERNE - APPAREIL PHOTO INTERNE
0.993067976592593,1000018652,JEUX - JOUETS,JEUX DE RECRE - JEUX D'EXTERIEUR,CERF-VOLANT
0.992968480943699,1000003687,ELECTROMENAGER,PREPARATION CULINAIRE,BATTEUR ELECTRIQUE - FOUET ELECTRIQUE
0.992164593422822,1000003584,ELECTROMENAGER,SERVICE - CONSERVATION,ACCESSOIRES SERVICE - CONSERVATION - PIECES SERVICE - CONSERVATION
0.992118773389223,1000019766,TELEPHONIE - GPS,ACCESSOIRE TELEPHONE,BRASSARD DE MARCHE POUR TELEPHONE - BRASSARD DE COURSE POUR TELEPHONE
0.992032539251264,1000002433,ART DE LA TABLE - ARTICLES CULINAIRES,USTENSILES DE CUISINE,POIRE A JUS - POIRE A SAUCE
0.991831900539949,1000014736,LOISIRS CREATIFS - BEAUX ARTS - PAPETERIE,PAPIER - CAHIER - CARNET,PAPIER CALQUE
0.991635072235422,1000004153,INFORMATIQUE,PROTECTION - PERSONNALISATION - SUPPORT,SKIN - STICKER
0.991135693566654,1000012028,AUTO - MOTO,PIECES,BOITIER - COQUE DE CLE - TELECOMMANDE
0.990805209332394,1000012529,ARTICLES POUR FUMEUR,PIPE,BOURRE-PIPE - CURE-PIPE
0.990643662988179,1000015064,MATERIEL DE BUREAU,POUR L'AFFICHAGE,PUPITRE DE TABLE - SUPPORT PIVOTANT
0.990090053976568,1000004325,HYGIENE - BEAUTE - PARFUM,RASAGE - EPILATION,APRES-RASAGE
0.99000654622034,1000006016,AUTO - MOTO,PIECES,SILENCIEUX POUR POT - SILENCIEUX ARRIERE
0.989990536792517,1000015732,ART DE LA TABLE - ARTICLES CULINAIRES,USTENSILES PATISSERIE,PLAQUE A PATISSERIE
0.989591655680872,1000011971,MATERIEL MEDICAL,SOIN,POIRE
0.989515753959134,1000008937,JEUX - JOUETS,MONDE MINIATURE,BATEAU MINIATURE - SOUS-MARIN MINIATURE
0.98938182858348,1000003572,ELECTROMENAGER,SERVICE - CONSERVATION,DISTRIBUTEUR DE BOISSON CHAUDE OU FROIDE
0.988831988953307,1000014199,LIBRAIRIE,LITTERATURE,LITTERATURE ETRANGERE
0.988735857334362,1000007431,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,MENUISERIE - HUISSERIE - CLOTURE,ESCALIER COMPLET - ESCALIER ESCAMOTABLE - ECHELLE ESCAMOTABLE - TRAPPE POUR ECHELLE
0.988674023853976,1000016750,HYGIENE - BEAUTE - PARFUM,NAIL ART,PICKER A STRASS - ATTRAPE STRASS
0.988594286262904,1000012591,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,ELECTRICITE - DOMOTIQUE,TESTEUR DE BATTERIE
0.988366427504915,1000005664,AUTO - MOTO,OUTILLAGE,PALAN D'ATELIER
0.988166034784581,1000012579,ARTICLES POUR FUMEUR,CHICHA - NARGUILE,POT A TABAC A CHICHA
0.988021397870128,1000005784,AUTO - MOTO,PIECES,CAPTEUR ABS
0.987915366032381,1000002322,ART DE LA TABLE - ARTICLES CULINAIRES,SERVICE DE TABLE,COUPELLE A GLACE - COUPE A GLACE
0.987714150091867,1000022209,AUTO - MOTO,PIECES,COQUE - CARENAGE
0.987452411487345,1000014522,LOISIRS CREATIFS - BEAUX ARTS - PAPETERIE,DESSIN - COLORIAGE,KIT DE DESSIN
0.987146293978626,1000010114,BIJOUX -  LUNETTES - MONTRES,BIJOUX,CHAINE DE CHEVILLE
0.987056931617205,1000000351,PUERICULTURE,BAIN BEBE,SORTIE DE BAIN - PONCHO DE BAIN
0.986476306477859,1000015859,ELECTROMENAGER,GROS APPAREILS FROID,FILTRE POUR APPAREILS FROID
0.98637926349492,1000016615,HYGIENE - BEAUTE - PARFUM,CAPILLAIRE,TETE D'APPRENTISSAGE
0.986202855903261,1000016912,ELECTROMENAGER,COIFFURE,SECHE-CHEVEUX
0.985829387759644,1000012987,DECO - LINGE - LUMINAIRE,DECORATION MURALE - TABLEAU - CADRE PHOTO - STICKER,PELE-MELE PHOTO
0.985624900011826,1000020725,ART DE LA TABLE - ARTICLES CULINAIRES,DECOUPE DES ALIMENTS,COUPE FRUIT - DECOUPE FRUIT - TRANCHEUSE A FRUIT
0.985477558269963,1000017452,BATEAU MOTEUR - VOILIER,CONFORT A BORD, RESERVOIR - TRAITEMENT WC - ACCESSOIRE 
0.985428843930779,1000006732,SPORT,PECHE,OUTILLAGE PECHE
0.98527376896845,1000010549,CHAUSSURES - ACCESSOIRES,BOTTES - BOTTINES,BOTTILLON
0.985168820796068,1000013237,ELECTRONIQUE,BOITIERS ET COFFRETS,ACCESSOIRES BOITIERS
0.984985137998834,1000019077,SPORT,FOOTBALL,MAILLOT DE FOOTBALL - DEBARDEUR DE FOOTBALL - T-SHIRT DE FOOTBALL - POLO DE FOOTBALL
0.984718832975645,1000012426,DECO - LINGE - LUMINAIRE,ACCESSOIRE SALLE DE BAIN,ABATTANT WC - REHAUSSEUR WC
0.984568050095708,1000001746,DECO - LINGE - LUMINAIRE,LINGE DE TOILETTE,GANT DE TOILETTE
0.984020639285016,1000003833,ELECTROMENAGER,GROS APPAREILS DE CUISSON,HOTTE
0.983982020301749,1000014077,LIBRAIRIE,CUISINE ET VINS,CUISINER AUTREMENT 
0.983834322725507,1000014974,MATERIEL DE BUREAU,POUR LES PRESENTATIONS,RELIEUSE - PLASTIFIEUSE - PERFORELIEUSE
0.983746850347176,1000021806,JARDIN - PISCINE,AMENAGEMENT EXTERIEUR - DU JARDIN,PIQUET D'ANCRAGE POUR VOILE D'OMBRAGE - MAT DE VOILE D'OMBRAGE - SUPPORT DE PARASOL - PIQUET DE PARASOL - MAT DE PARASOL
0.983018112354756,1000000730,EPICERIE,PLATS PREPARES,PLAT DE LEGUMES - FECULENTS
0.982962142858376,1000003947,INFORMATIQUE,PERIPHERIQUE PC,ADAPTATEUR - ANTENNE WIFI - 3G
0.982928523613193,1000015631,AUTO - MOTO,VEHICULE,SKATEBOARD ELECTRIQUE
0.982660404633347,1000006796,SPORT,PISCINE - PLONGEE - CHASSE SOUS-MARINE,PLANCHE D'ENTRAINEMENT - KICKBOARD - PLANCHE A BATTEMENTS
0.9824615613446,1000002342,ART DE LA TABLE - ARTICLES CULINAIRES,SERVICE DE TABLE,RAMEQUIN - RAVIER - COQUILLE
0.981989862963551,1000000874,EPICERIE,COFFRET GASTRONOMIQUE,COFFRET CADEAU EPICERIE - EPICERIE
0.981953954618166,1000020745,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,POT PORTE-COUVERTS - RANGE USTENSILES
0.981853106125052,1000010013,BAGAGERIE,ACCESSOIRES BAGAGE,SANGLE DE BAGAGE
0.981726474483136,1000019728,PHOTO - OPTIQUE,STUDIO PHOTO - ECLAIRAGE,SUPPORT POUR FOND DE STUDIO
0.981570325113482,1000020413,SPORT,SPORT DE MONTAGNE,SOUS-GANTS THERMIQUES DE MONTAGNE
0.981557144927526,1000003825,ELECTROMENAGER,GROS APPAREILS FROID,REFRIGERATEUR CLASSIQUE
0.981433543937253,1000002512,ART DE LA TABLE - ARTICLES CULINAIRES,REPAS NOMADE,PANIER PIQUE-NIQUE
0.981226394044982,1000017775,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,CONSOMMABLE,TIGE FILETE
0.981158114880141,1000017905,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,ELECTRICITE - DOMOTIQUE,BORNE - BORNIER
0.980839591817544,1000019530,MEUBLE,MEUBLE DE CUISINE,ELEMENTS SEPARES BAS
0.980817885561121,1000016369,ANIMALERIE,HABITAT - COUCHAGE,VOLIERE - CAGE OISEAU
0.98056706884356,1000016366,ANIMALERIE,HABITAT - COUCHAGE,VIVARIUM - TERRARIUM
0.980222517555597,1000000582,PUERICULTURE,MEUBLES BEBE,TABLE BEBE
0.979792365196494,1000001903,JARDIN - PISCINE,ARROSAGE,ARROSOIR - PULVERISATEUR - ACCESSOIRE ARROSOIR - ACCESSOIRE PULVERISATEUR
0.979604252365826,1000004432,PARAPHARMACIE,TRAITEMENTS LIBRE SERVICE - SOINS PATHOLOGIES,SOIN BRULURE - SOIN COUP DE SOLEIL - SOIN CICATRICE
0.979503200549116,1000004424,PARAPHARMACIE,TRAITEMENTS LIBRE SERVICE - SOINS PATHOLOGIES,ANTI-RONFLEMENT
0.979364475510745,1000018107,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,CONSOMMABLE,MANCHON
0.97931121648373,1000018437,JEUX VIDEO,CONSOLES,CONSOLE WII
0.978993105442793,1000005998,AUTO - MOTO,PIECES,RESSORT DE SOUPAPE
0.978951452357341,1000004591,INFORMATIQUE,LOGICIELS,LOGICIEL A TELECHARGER
0.978797027737008,1000019090,SPORT,HANDBALL,MAILLOT DE HANDBALL - DEBARDEUR DE HANDBALL - T-SHIRT DE HANDBALL - POLO DE HANDBALL
0.978738802251715,1000002633,MEUBLE,MEUBLE DE SALLE DE BAIN,FINITION MEUBLE DE SALLE DE BAIN - PLINTHE - PIECE DETACHEE
0.978698278754715,1000018714,JEUX - JOUETS,IMAGINATION,BOITE A MUSIQUE - BOITE A BRUIT
0.978657213321393,1000013258,ELECTRONIQUE,CABLES,CABLES DE DONNEE POUR INDUSTRIE
0.978496194037777,1000011849,MATERIEL MEDICAL,PEDIATRIE - MATERNITE,DOPPLER FŒTAL
0.978406793674197,1000015706,DECO - LINGE - LUMINAIRE,DECORATION MURALE - TABLEAU - CADRE PHOTO - STICKER,OBJET DE DECORATION MURALE
0.978368679591409,1000002462,ART DE LA TABLE - ARTICLES CULINAIRES,USTENSILES PATISSERIE,BROCHE A TREMPER - FOURCHETTE A TREMPER
0.978316087856236,1000015832,DECO - LINGE - LUMINAIRE,LUMINAIRE D'INTERIEUR,AMPOULE INTELLIGENTE
0.977766999708277,1000020239,SPORT,PISCINE - PLONGEE - CHASSE SOUS-MARINE,COMBINAISON SOUS-VETEMENT THERMIQUE DE PISCINE - PLONGEE
0.977697433454459,1000012595,BIJOUX -  LUNETTES - MONTRES,LUNETTES,LUNETTES POUR ECLIPSE
0.977690439003073,1000021458,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,MENUISERIE - HUISSERIE - CLOTURE,PORTE COULISSANTE D'INTERIEUR - SYSTÈME COULISSANT - RAIL - SYSTÈME A GALANDAGE - CACHE RAIL - ENSEMBLE PORTE A GALANDAGE
0.977617645608042,1000012581,ARTICLES POUR FUMEUR,CHICHA - NARGUILE,VASE A CHICHA
0.977158910765549,1000002133,JARDIN - PISCINE,PISCINE,POMPE - GROUPE FILTRANT - BLOC DE FILTRATION
0.977073701121558,1000018380,JEUX VIDEO,ACCESSOIRES CONSOLE - JEUX,SIEGE GAMING - FAUTEUIL DE BUREAU GAMING 
0.97663630639784,1000015456,DECO - LINGE - LUMINAIRE,ARTICLES - DECORATION DE FETE ,URNE DECORATIVE
0.976635139948617,1000008070,AUTO - MOTO,PORTAGE - REMORQUAGE,COFFRE ARRIERE
0.976553371894889,1000012531,ARTICLES POUR FUMEUR,PIPE,PORTE PIPE
0.976370738498823,1000011388,INFORMATIQUE,TABLETTE,TABLETTE TACTILE
0.975909188120033,1000015091,CHAUSSURES - ACCESSOIRES,ACCESSOIRES CHAUSSURES,COUVRE-PIED
0.975890851378314,1000015360,JEUX - JOUETS,DRONE,CONTROLEUR DE VOL
0.975839589640819,1000022213,AUTO - MOTO,PIECES,CARTER
0.975747336646793,1000014012,LIBRAIRIE,ACTUALITE - POLITIQUE - SOCIETE,FAITS DE SOCIETE
0.97570047750252,1000007342,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,PEINTURE - REVETEMENT MUR SOL PLAFOND,MOQUETTE - MOQUETTE EN FIBRE NATURELLE
0.975544223043491,1000005481,AUTO - MOTO,CONFORT CONDUCTEUR ET PASSAGER,CALE DOS - REPOSE-TETE
0.975516727557174,1000009671,AUTO - MOTO,PIECES,TURBOCOMPRESSEUR - COMPRESSEUR VOLUMETRIQUE  - TURBINE
0.975370819674099,1000014026,LIBRAIRIE,ARTS - CINEMA - MUSIQUE,ARTS DECORATIFS
0.975116303975435,1000012344,DROGUERIE,PRODUIT D'ENTRETIEN,PRODUIT NETTOYAGE POUR LES VITRES
0.975068244358298,1000020743,ART DE LA TABLE - ARTICLES CULINAIRES,VAISSELLE JETABLE,VERRINE JETABLE
0.975062988221763,1000003705,ELECTROMENAGER,PREPARATION CULINAIRE,ROBOT MULTIFONCTIONS
0.974875791641965,1000015352,JEUX - JOUETS,DRONE,RADIOCOMMANDE
0.97472095317512,1000001773,DECO - LINGE - LUMINAIRE,LINGE DE TABLE - CUISINE,TOQUE - CHARLOTTE
0.974670967934017,1000017330,EPICERIE,CONFISERIE,PATE DE FRUITS
0.974612576707605,1000004386,PARAPHARMACIE,COMPLEMENTS ALIMENTAIRES - THE INFUSION SANTE,COMPLEMENT SOLAIRE - COMPLEMENT APRES-SOLAIRE
0.974113995259744,1000002478,ART DE LA TABLE - ARTICLES CULINAIRES,USTENSILES PATISSERIE,POCHE A DOUILLE - PISTOLET - SERINGUE
0.974034174504633,1000001299,SONO - DJ,EFFETS ET CONTROLE DU SON,COMPRESSOR - LIMITER - NOISE GATE
0.974030046576261,1000016410,ANIMALERIE,JOUET,PELUCHE
0.973250407004766,1000018132,DECO - LINGE - LUMINAIRE,ACCESSOIRE DE CHEMINEE,SOUFFLET - BOUFFADOU POUR BRAISE
0.972822714622805,1000002330,ART DE LA TABLE - ARTICLES CULINAIRES,SERVICE DE TABLE,DISTRIBUTEUR DE SERVIETTES - PORTE SERVIETTE
0.972435088651412,1000006774,SPORT,PISCINE - PLONGEE - CHASSE SOUS-MARINE,ECLAIRAGE SUBAQUATIQUE
0.97191149982521,1000008780,JEUX - JOUETS,DEGUISEMENT - SPECTACLE,CHAPEAU - PERRUQUE - COUVRE CHEF - ACCESSOIRE DE TETE
0.971860707557133,1000002308,ART DE LA TABLE - ARTICLES CULINAIRES,SERVICE DE TABLE,SERVICE COMPLET - SERVICE DE TABLE
0.971803348508655,1000004067,INFORMATIQUE,CONNECTIQUE - ALIMENTATION,CABLE D'ALIMENTATION
0.971602630495086,1000016789,ELECTROMENAGER,BEAUTE - BIEN-ETRE,BROSSE EXFOLIATION VISAGE DE RECHANGE
0.971513393267502,1000005792,AUTO - MOTO,PIECES,CAPTEUR DE POSITION D'ARBRE A CAMES - CAPTEUR PMH - CAPTEUR POINT MORT HAUT - CAPTEUR D'IMPULSION D'ALLUMAGE
0.97102473612131,1000015288,ART DE LA TABLE - ARTICLES CULINAIRES,USTENSILES PATISSERIE,MACHINE A CHURROS - CHICHI
0.97100441093777,1000005625,AUTO - MOTO,OUTILLAGE,DEMONTE-PNEU
0.970772967879467,1000007353,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,PEINTURE - REVETEMENT MUR SOL PLAFOND,PREPARATION DES SUPPORTS (SOUS-COUCHE - ENDUIT - RAGREAGE)
0.97072694430344,1000020462,SPORT,SPORT D'EAU - GLISSE D'EAU,BLOUSON DE SPORT D'EAU - VESTE DE SPORT D'EAU
0.970109726399854,1000009640,MANUTENTION,TRANSPORT ET MANIPULATION DE CHARGES,ROULEUR - PLATEAU ROULANT - COINS ROULANTS
0.970083742637965,1000004047,HYGIENE - BEAUTE - PARFUM,CORPS ET VISAGE,COFFRET PRODUITS HYGIENE CORPS - COFFRET PRODUITS HYGIENE VISAGE
0.96980920674614,1000015468,DECO - LINGE - LUMINAIRE,ARTICLES - DECORATION DE FETE ,DECORS DE TABLE - PETITS OBJETS DECORATIFS
0.969675335868346,1000018899,SPORT,NUTRITION SPORTIVE,REPAS DESHYDRATE - REPAS AVANT EFFORT
0.969538654536313,1000017173,TATOUAGE - PIERCING,PIERCING,KIT DE PIERCING
0.968879563373943,1000000424,PUERICULTURE,PROMENADE-VOYAGE,SAC A LANGER
0.968856338839916,1000003299,JARDIN - PISCINE,OUTILS D'EXTERIEUR - DE JARDIN,BALAI A GAZON - BALAI A FEUILLES
0.968284896118687,1000018661,JEUX - JOUETS,JEUX DE RECRE - JEUX D'EXTERIEUR,ELASTIQUE A SAUTER
0.968110938891083,1000010186,AUTO - MOTO,PORTAGE - REMORQUAGE,BARRE DE REMORQUAGE - TREUIL DE REMORQUAGE
0.967798080722316,1000014347,LIBRAIRIE,LIVRE ENFANT - JEUNESSE,9 -12 ANS
0.967433332439896,1000014463,LOISIRS CREATIFS - BEAUX ARTS - PAPETERIE,COLLECTION - PHILATELIE - CARTOPHILIE - NUMISMATIQUE,SIGNETTE
0.967224777720515,1000005716,AUTO - MOTO,PIECES,ARBRE A CAME - ARBRE DE DISTRIBUTION
0.967087460406575,1000005698,AUTO - MOTO,OUTILLAGE,TENDEUR DE COURROIE
0.967069313278759,1000014318,LIBRAIRIE,TOURISME - VOYAGE,GUIDES ETRANGER
0.966986483741873,1000004428,PARAPHARMACIE,TRAITEMENTS LIBRE SERVICE - SOINS PATHOLOGIES,SOIN APHTE - SOIN DENTS SENSIBLES - SOIN GENCIVE - SOIN HALEINE
0.9669094399493,1000012563,ARTICLES POUR FUMEUR,CHICHA - NARGUILE,CHARBON A CHICHA
0.966859375067166,1000010950,TV - VIDEO - SON,ANTENNE - PARABOLE,CABLE ANTENNE - ADAPTATEUR ANTENNE - REGLAGE ANTENNE - CABLE PARABOLE - ADAPTATEUR PARABOLE - REGLAGE PARABOLE
0.966376033283352,1000006058,AUTO - MOTO,PIECES,VILEBREQUIN
0.966327451340448,1000001947,JARDIN - PISCINE,LUMINAIRE D'EXTERIEUR,LAMPION D'EXTERIEUR - LANTERNE D'EXTERIEUR
0.966292218302918,1000020291,SPORT,RUNNING - ATHLETISME,BLOUSON D'ATHLETISME - VESTE D'ATHLETISME - VESTE DE RUNNING - BLOUSON DE RUNNING
0.966247643615941,1000000732,EPICERIE,PLATS PREPARES,PLAT A BASE DE POISSON
0.965994520367001,1000010447,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,QUINCAILLERIE,PIED DE MEUBLE
0.965756050705617,1000006635,SPORT,INSTRUMENT DE MESURE,PODOMETRE
0.965190453700288,1000002061,JARDIN - PISCINE,OUTILS D'EXTERIEUR - DE JARDIN,TAILLE-HAIE
0.96508931851524,1000018336,MUSIQUE,VINYLE,VINYLE TECHNO - VINYLE ELECTRO
0.96499416306094,1000019518,MEUBLE,ACCESSOIRE DE MEUBLE,ORGANISATEUR DE TIROIR 
0.964672685115355,1000001415,CONDITIONNEMENT,EMBALLAGE ALIMENTAIRE,PAPIER ALIMENTAIRE
0.964580603365584,1000010908,TV - VIDEO - SON,ACCESSOIRES TV - VIDEO - SON,CLAVIER NUMERIQUE TV
0.964289470417833,1000007166,SPORT,CYCLES,CHAINE DE VELO - ATTACHE-RAPIDE
0.964191452621773,1000010408,CHAUSSURES - ACCESSOIRES,ACCESSOIRES CHAUSSURES,EMBAUCHOIR - TENDEUR DE BOTTE
0.964158578520173,1000012975,DECO - LINGE - LUMINAIRE,BOUGEOIR - PHOTOPHORE - BOUGIE - SENTEUR,BOUGIE (HORS ANNIVERSAIRE)
0.964115758970854,1000012544,ARTICLES POUR FUMEUR,CIGARETTE ELECTRONIQUE,CIGARETTE ELECTRONIQUE JETABLE
0.963768500433721,1000013312,ELECTRONIQUE,COMPOSANTS ACTIFS,MICRO-CONTROLEUR
0.963671148917747,1000004044,HYGIENE - BEAUTE - PARFUM,CORPS ET VISAGE,BAIN MOUSSANT - HUILE DE BAIN - GALET DE BAIN - BILLES DE BAIN
0.963039708332174,1000018072,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,OUTIL A MAIN,REGLE DE COLLEUR - REGLE A EMARGER
0.962926667447356,1000011688,MATERIEL MEDICAL,INSTRUMENTATION,PACK D'INSTRUMENTS
0.962873227960202,1000010024,BAGAGERIE,BAGAGES,SET DE VALISES
0.962754015634454,1000018857,SPORT,VOLLEY-BALL,CHAUSSURES DE VOLLEY-BALL
0.962607761951195,1000007365,AUTO - MOTO,BAGAGERIE AUTO-MOTO,TAPIS DE RESERVOIR - SACOCHE DE RESERVOIR
0.96243100942095,1000009579,MANUTENTION,ACCESSOIRES DE LEVAGE ET D'ARRIMAGE,CABLE - CHAINE
0.962372036703489,1000001890,JARDIN - PISCINE,AMENAGEMENT EXTERIEUR - DU JARDIN,GARAGE
0.961879778846646,1000010922,TV - VIDEO - SON,ACCESSOIRES TV - VIDEO - SON,PACK ACCESSOIRES TV - VIDEO - SON
0.961790067110521,1000015708,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,GENIE THERMIQUE - CLIMATIQUE - CHAUFFAGE,PIECE DETACHEE POUR RADIATEUR
0.961542095432676,1000006243,SPORT,RUNNING - ATHLETISME,DISQUE A LANCER - DISQUE D'ATHLETISME
0.961482224362933,1000022312,INFORMATIQUE,ORDINATEUR PORTABLE - NETBOOK,ORDINATEUR CONVERTIBLE RECONDITIONNE - ORDINATEUR 2 EN 1 RECONDITIONNE
0.961308661459974,1000006671,SPORT,MULTISPORT,JERRICAN EAU
0.96048748749614,1000014718,LOISIRS CREATIFS - BEAUX ARTS - PAPETERIE,PAPIER - CAHIER - CARNET,MANIFOLD - CARNET A SOUCHE
0.960455321290709,1000016398,ANIMALERIE,JOUET,GRIFFOIR - GRATTOIR - TOUR - POTEAU - TRONC
0.960249680674395,1000018879,SPORT,NUTRITION SPORTIVE,BOISSON ENERGETIQUE POUR LE SPORT
0.960054171288809,1000019567,TENUE PROFESSIONNELLE,VETEMENT PROFESSIONNEL,SHORT PROFESSIONNEL - BERMUDA PROFESSIONNEL
0.959988388472516,1000012884,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,PLAT A PAELLA
0.959812198372994,1000016660,HYGIENE - BEAUTE - PARFUM,MAQUILLAGE VISAGE - CORPS,EPONGE DE MAQUILLAGE
0.959646926906114,1000012403,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,SUPPORT LIVRE DE CUISINE - LUTRIN DE CUISINE
0.95883910223422,1000019100,SPORT,SPORT EQUESTRE,BOMBE D'EQUITATION
0.958341158132432,1000005501,AUTO - MOTO,CONFORT CONDUCTEUR ET PASSAGER,PACK PRODUIT DE CONFORT
0.958281596803626,1000006798,SPORT,PISCINE - PLONGEE - CHASSE SOUS-MARINE,PLAQUETTE DE NAGE - PADDLE
0.957222140034537,1000007152,SPORT,FITNESS - MUSCULATION,STEP - MARCHE DE GYMNASTIQUE
0.956937700469004,1000010218,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,MACHINE OUTIL,GRAVEUR
0.956837160829057,1000015797,LITERIE,LIT D'APPOINT,LIT PLIANT (HORS PLIANT BEBE)
0.956746247427197,1000014625,LOISIRS CREATIFS - BEAUX ARTS - PAPETERIE,MODELAGE - SCULPTURE,KIT MODELAGE
0.956499374228182,1000014283,LIBRAIRIE,SCIENCES HUMAINES,PSYCHANALYSE
